Run Order,Run Date,Location,Name,Location ,Broad Location,Group,Year,Number,C13,O18,Li(7)/Ca,Na(23)/Ca,Mg(24)/Ca,Mn(55)/Ca,Fe(57)/Ca,Cu(63)/Ca,Cu(65)/Ca,Zn(66)/Ca,Zn(68)/Ca,Sr(88)/Ca,Ag(107)/Ca,Cd(111)/Ca,Ba(137)/Ca,Pb(208)/Ca
52,43187,Jamaica Bay,79,13,SNE,2,2016,193,-5.0,28.8,9.21974E-07,0.006934168,0.000134829,5.07651E-06,2.60899E-05,3.8669E-06,3.92622E-06,4.70706E-05,4.15981E-05,0.004970019,-2.93803E-08,-2.48152E-08,4.30689E-06,3.56973E-07
29,43187,Jamaica Bay,80,13,SNE,2,2016,194,-5.4,28.6,9.10993E-07,0.007081728,0.000126036,7.13196E-06,3.24914E-05,1.41186E-06,1.36682E-06,5.1371E-05,4.40336E-05,0.004703166,-2.52101E-08,-2.89575E-09,4.436E-06,2.96203E-07
51,43187,Jamaica Bay,81,13,SNE,2,2016,195,-5.4,28.9,9.74272E-07,0.007327766,0.00014484,6.15825E-06,2.98228E-05,1.6457E-06,1.69614E-06,3.60701E-05,3.295E-05,0.004890214,-1.67476E-08,-1.91214E-08,6.4337E-06,3.12962E-07
18,43187,Jamaica Bay,86,13,SNE,2,2016,196,-5.4,28.4,9.16386E-07,0.007541186,0.000145297,4.38616E-06,3.05922E-05,1.61149E-06,1.55958E-06,3.42544E-05,2.98376E-05,0.00477295,-4.89235E-08,-1.90609E-08,5.83175E-06,2.93331E-07
21,43187,Jamaica Bay,87,13,SNE,2,2016,198,-5.0,28.5,1.01934E-06,0.007582787,0.00018809,3.32733E-06,1.53169E-05,5.81728E-06,5.67627E-06,4.74539E-05,4.09188E-05,0.004471435,-3.55348E-08,-4.51281E-09,4.19034E-06,3.05034E-07
43,43187,Jamaica Bay,82,13,SNE,2,2016,199,-5.3,28.7,1.15352E-06,0.007374742,0.000120019,6.96968E-06,1.80078E-05,1.52497E-06,1.55853E-06,4.16711E-05,3.71859E-05,0.004891248,-3.61378E-08,-1.74955E-08,5.42588E-06,3.33495E-07
19,43187,Jamaica Bay,88,13,SNE,2,2016,200,-5.7,28.1,8.84083E-07,0.00746076,0.000158288,4.81827E-06,2.92843E-05,4.79537E-06,4.70204E-06,6.09705E-05,5.27129E-05,0.004757266,-2.53625E-08,-7.55171E-09,6.72509E-06,2.96323E-07
110,43187,Jamaica Bay,83,13,SNE,2,2016,201,-5.2,30.1,9.77615E-07,0.006698089,0.000170661,5.80216E-06,6.99101E-05,2.55125E-06,2.30289E-06,9.46644E-05,8.0607E-05,0.004893423,5.37878E-08,-1.71462E-08,5.48016E-06,3.34898E-07
176,43187,Beverly,1,1,GOM,1,2016,202,-3.1,31.9,1.42381E-06,0.006967135,0.000212237,7.68084E-06,1.68268E-05,3.95398E-06,4.05873E-06,4.29122E-05,3.79997E-05,0.004183039,1.53722E-07,-2.86251E-08,8.34526E-06,5.85158E-07
63,43343,Beverly,2,1,GOM,1,2016,203,-3.4,31.3,2.08448E-06,0.012342935,0.000195235,1.07898E-05,3.91944E-05,2.37761E-05,2.31898E-05,8.75629E-05,8.96745E-05,0.006837064,2.961E-07,1.08055E-07,1.82627E-05,8.67868E-07
64,43343,Beverly,3,1,GOM,1,2016,204,-2.6,31.8,1.77763E-06,0.010321137,0.000270673,6.72639E-06,5.49301E-05,2.19991E-05,2.15534E-05,0.000110795,0.000109342,0.005585046,3.04485E-07,1.36774E-07,1.3685E-05,2.24226E-06
65,43343,Beverly,4,1,GOM,1,2016,205,-3.5,31.7,1.53386E-06,0.007965933,0.000168638,2.08206E-05,9.90753E-05,1.86849E-05,1.78979E-05,6.94557E-05,6.70972E-05,0.004692844,2.5505E-07,2.44853E-07,1.29674E-05,5.25373E-07
66,43343,Beverly,5,1,GOM,1,2016,206,-3.3,31.4,1.79654E-06,0.010801769,0.000237041,1.09669E-05,5.74233E-05,2.50082E-05,2.38213E-05,0.000110536,0.000107878,0.005683894,3.08791E-07,1.09993E-07,1.41083E-05,4.1648E-07
67,43343,Beverly,6,1,GOM,1,2016,207,-2.7,31.5,2.12723E-06,0.012062413,0.000212119,8.8426E-06,5.05758E-05,2.6308E-05,2.53054E-05,9.8974E-05,9.79357E-05,0.006338994,3.04342E-07,6.86449E-08,1.8832E-05,1.90269E-06
68,43343,Beverly,7,1,GOM,1,2016,208,-3.4,31.1,1.52263E-06,0.007901355,0.000149286,4.83628E-06,8.55328E-05,2.28689E-05,2.21523E-05,0.000118847,0.000114995,0.004592862,2.92049E-07,2.58046E-07,1.64731E-05,1.6858E-06
69,43343,Beverly,8,1,GOM,1,2016,209,-3.4,31.4,1.98254E-06,0.011456884,0.000189814,9.62744E-06,4.28675E-05,1.85273E-05,1.81471E-05,8.78061E-05,8.67099E-05,0.007005319,3.03019E-07,5.43025E-08,2.01809E-05,-1.52771E-08
70,43343,Beverly,9,1,GOM,1,2016,210,-3.4,31.3,2.09835E-06,0.014402323,0.000200795,9.6554E-06,7.05765E-05,1.91754E-05,1.8685E-05,9.53181E-05,9.36099E-05,0.007667794,3.25223E-07,5.82338E-08,2.18968E-05,4.98111E-07
124,43187,Beverly,17,1,GOM,1,2016,211,-2.1,31.2,1.34541E-06,0.007516636,0.000187919,7.69665E-06,1.79845E-05,3.577E-06,3.48161E-06,4.23469E-05,3.78536E-05,0.004619001,1.28561E-07,-1.56555E-08,6.71079E-06,6.01869E-07
74,43343,Beverly,10,1,GOM,1,2016,212,-3.7,31.4,1.73176E-06,0.009734617,0.000177733,7.10464E-06,4.30762E-05,2.19416E-05,2.15619E-05,0.000101056,9.87016E-05,0.005605065,3.24298E-07,8.56006E-08,1.84126E-05,5.28696E-07
111,43187,Beverly,18,1,GOM,1,2016,213,-2.6,32.4,1.37925E-06,0.007512906,0.000198553,9.42715E-06,2.03611E-05,2.36665E-06,2.11167E-06,5.00654E-05,4.35861E-05,0.004217477,8.05672E-08,1.10554E-08,3.8748E-06,4.18396E-07
139,43187,Beverly,19,1,GOM,1,2016,215,-3.4,32.5,1.35817E-06,0.007379769,0.000236872,7.65742E-06,1.47096E-05,3.48095E-06,3.42631E-06,7.11385E-05,6.16142E-05,0.00432779,1.05393E-07,#VALUE!,7.61064E-06,5.17141E-07
75,43343,Beverly,11,1,GOM,1,2016,216,-3.5,31.7,2.18012E-06,0.012365418,0.000178046,7.89912E-06,4.72787E-05,2.35522E-05,2.30658E-05,8.91072E-05,8.5105E-05,0.0071089,4.33571E-07,1.39809E-07,1.98206E-05,8.399E-07
112,43187,Beverly,20,1,GOM,1,2016,217,-3.6,32.4,1.3513E-06,0.006970139,0.000219404,9.97386E-06,5.95603E-06,4.4531E-06,4.00462E-06,7.26607E-05,6.31861E-05,0.004304527,1.03835E-07,-3.67704E-08,6.43358E-06,6.40187E-07
137,43187,Beverly,21,1,GOM,1,2016,218,-2.9,32.6,1.39113E-06,0.007610091,0.000214766,8.89192E-06,1.62617E-05,2.2383E-06,2.26717E-06,5.46268E-05,4.72567E-05,0.004489228,9.19123E-08,#VALUE!,6.41335E-06,3.84705E-07
138,43187,Beverly,22,1,GOM,1,2016,219,-3.4,32.3,1.33585E-06,0.007359905,0.000196815,1.29803E-05,1.47063E-05,3.30149E-06,3.34507E-06,5.664E-05,4.87454E-05,0.00436548,1.29795E-07,#VALUE!,7.44676E-06,5.1056E-07
143,43187,Beverly,23,1,GOM,1,2016,220,-2.8,32.3,1.34889E-06,0.007605093,0.000180067,1.32636E-05,1.68827E-05,2.49256E-06,2.56752E-06,4.92406E-05,4.31962E-05,0.004535823,1.98569E-07,#VALUE!,1.10235E-05,4.42029E-07
131,43187,Beverly,24,1,GOM,1,2016,221,-3.4,32.4,1.39863E-06,0.007258016,0.00019182,9.24177E-06,1.29528E-05,2.47921E-06,2.49846E-06,4.2712E-05,3.79994E-05,0.004548726,1.0052E-07,-1.23128E-08,1.05241E-05,4.24791E-07
145,43187,Beverly,25,1,GOM,1,2016,222,-2.7,32.4,1.33288E-06,0.007014576,0.000154139,7.90286E-06,1.57173E-05,3.26631E-06,3.41878E-06,5.17042E-05,4.61104E-05,0.004354808,1.30785E-07,#VALUE!,8.76127E-06,5.47022E-07
172,43187,Beverly,26,1,GOM,1,2016,223,-4.5,31.9,1.39686E-06,0.007051204,0.000164204,1.3661E-05,6.89921E-06,3.41279E-06,3.41886E-06,3.77756E-05,3.38535E-05,0.004346077,1.47862E-07,-2.37705E-08,7.50865E-06,5.57798E-07
76,43343,Beverly,12,1,GOM,1,2016,224,-4.3,31.0,2.40777E-06,0.014844311,0.000194709,1.54565E-05,0.000110168,2.87933E-05,2.7835E-05,0.000108982,0.000107027,0.008098689,4.06333E-07,9.37718E-08,2.01223E-05,4.17227E-06
77,43343,Beverly,13,1,GOM,1,2016,225,-2.8,31.3,2.00675E-06,0.011367178,0.000161889,7.73893E-06,3.43249E-05,2.01342E-05,1.96883E-05,8.81225E-05,8.55985E-05,0.006492679,3.50842E-07,8.7844E-08,1.88355E-05,2.74621E-07
78,43343,Beverly,14,1,GOM,1,2016,226,-3.0,31.1,9.13925E-07,-8.89182E-05,0.000358645,2.43727E-06,7.36213E-05,3.8319E-05,3.5549E-05,8.84518E-05,8.72384E-05,0.000155224,6.70762E-07,1.10871E-07,9.44704E-06,1.36485E-06
79,43343,Beverly,15,1,GOM,1,2016,227,-3.5,31.2,2.99529E-06,0.019118896,0.000260376,1.11855E-05,7.42997E-05,2.62384E-05,2.57195E-05,0.000108222,0.000104111,0.010921311,4.09365E-07,5.42265E-08,2.46908E-05,4.56005E-07
80,43343,Beverly,16,1,GOM,1,2016,228,-3.6,31.6,2.0822E-06,0.011292254,0.000178391,7.21192E-06,3.09981E-05,2.01367E-05,1.98181E-05,9.58471E-05,9.22615E-05,0.006543034,4.15145E-07,4.0815E-08,1.59828E-05,2.08199E-06
150,43187,NJ,134,17,SNE,2,2016,229,-5.6,30.1,1.1466E-06,0.006776903,9.09213E-05,7.30916E-06,5.59281E-06,2.44478E-06,2.54524E-06,1.44055E-05,1.30807E-05,0.00471077,1.4095E-07,#VALUE!,5.12262E-06,4.57481E-07
122,43187,NJ,135,17,SNE,2,2016,230,-3.9,29.8,1.115E-06,0.007125158,0.000123703,2.55865E-05,8.89465E-06,2.32651E-06,2.19728E-06,3.63874E-05,3.29525E-05,0.004805319,9.63935E-08,-1.89993E-08,5.58704E-06,4.04474E-07
146,43187,NJ,136,17,SNE,2,2016,231,,,1.28478E-06,0.006777901,6.1388E-05,1.62011E-05,3.53379E-06,2.70107E-06,2.78097E-06,1.4948E-05,1.37145E-05,0.004696832,1.36148E-07,#VALUE!,5.41869E-06,5.10061E-07
133,43187,NJ,137,17,SNE,2,2016,232,-3.7,30.2,1.09487E-06,0.00719313,0.00012581,2.42824E-05,1.04688E-05,2.71265E-06,2.70392E-06,2.60824E-05,2.33784E-05,0.004778139,1.12642E-07,1.10128E-07,6.56017E-06,5.67238E-07
54,43187,NJ,138,17,SNE,2,2016,233,-3.5,28.1,8.54616E-07,0.007293934,0.000109458,1.93894E-05,1.01837E-05,1.53987E-06,1.53371E-06,3.02542E-05,2.70921E-05,0.00537433,-3.2603E-08,3.44757E-08,6.47863E-06,2.75654E-07
186,43187,Cotuit,28,7,SNE,2,2016,234,-3.3,29.7,1.11788E-06,0.006258379,0.00014276,3.57301E-06,1.4259E-05,3.39267E-06,3.67809E-06,2.9919E-05,2.68752E-05,0.005060398,1.51381E-07,-2.01162E-08,1.16921E-05,5.4472E-07
183,43187,NJ,139,17,SNE,2,2016,235,-3.8,30.5,4.19588E-06,0.006673354,0.000114711,1.97272E-05,2.65589E-05,4.88692E-06,5.1864E-06,3.95569E-05,3.51452E-05,0.004794734,1.67926E-07,2.78668E-09,6.40107E-06,7.99928E-07
144,43187,NJ,140,17,SNE,2,2016,236,-4.7,29.9,1.08004E-06,0.007186558,0.000163792,2.7762E-05,1.30732E-05,2.48349E-06,2.57906E-06,3.76077E-05,3.31867E-05,0.004449917,1.00048E-07,#VALUE!,6.55504E-06,4.15933E-07
177,43187,NJ,141,17,SNE,2,2016,237,-4.1,29.8,1.08552E-06,0.006985933,0.000152282,3.95281E-05,1.09513E-05,2.95402E-06,3.08249E-06,2.90265E-05,2.62561E-05,0.004703203,1.18385E-07,#VALUE!,6.39224E-06,4.99567E-07
151,43187,NJ,142,17,SNE,2,2016,238,-3.6,30.1,1.15994E-06,0.006668101,0.000122579,2.872E-05,6.4167E-06,4.16968E-06,4.29775E-06,3.27825E-05,2.89066E-05,0.004633204,1.59235E-07,#VALUE!,6.11364E-06,5.16191E-07
148,43187,NJ,143,17,SNE,2,2016,239,-4.0,30.0,1.16358E-06,0.006720582,0.000101109,1.30319E-05,8.9842E-06,3.14913E-06,3.28367E-06,2.38234E-05,2.14643E-05,0.00440776,1.65901E-07,#VALUE!,4.89484E-06,6.71053E-07
125,43187,NJ,144,17,SNE,2,2016,240,-3.9,29.9,1.12135E-06,0.007262033,0.000129963,1.80935E-05,8.22194E-06,2.18448E-06,2.12778E-06,3.01046E-05,2.73272E-05,0.004932135,9.77066E-08,-1.99759E-08,6.49648E-06,4.26641E-07
152,43187,NJ,145,17,SNE,2,2016,241,-4.5,29.9,1.14281E-06,0.006391525,7.88328E-05,2.20845E-05,5.90061E-06,4.45241E-06,4.52053E-06,3.25841E-05,2.84461E-05,0.004619898,1.83259E-07,#VALUE!,7.29037E-06,5.80279E-07
73,43187,NJ,146,17,SNE,2,2016,242,,,9.66887E-07,0.007973598,0.000133309,2.18495E-05,1.18164E-05,1.84876E-06,1.68274E-06,3.09908E-05,2.76307E-05,0.004916685,-1.277E-08,4.77363E-09,5.37511E-06,3.42511E-07
173,43187,NJ,147,17,SNE,2,2016,243,-3.7,29.8,1.16024E-06,0.006996019,0.000154188,2.62455E-05,9.61025E-06,3.09717E-06,3.12083E-06,3.45419E-05,3.13535E-05,0.004748412,1.2856E-07,-2.51869E-08,5.81952E-06,5.09753E-07
130,43187,NJ,148,17,SNE,2,2016,245,-4.3,29.7,1.1641E-06,0.007258319,0.000233444,2.88903E-05,2.04341E-05,8.93651E-06,9.02433E-06,5.14268E-05,4.55809E-05,0.004663136,2.07743E-07,-2.41708E-09,5.349E-06,1.55209E-06
81,43343,Quincy Bay,161,15,SNE,2,2016,246,-3.3,30.5,1.30678E-06,0.005162844,0.000158771,6.17253E-06,6.42191E-05,2.46851E-05,2.39019E-05,0.000110556,0.000110797,0.00291244,3.41369E-07,5.78846E-07,1.36034E-05,1.2861E-06
82,43343,Quincy Bay,162,15,SNE,2,2016,247,-4.1,30.3,1.67011E-06,0.008015992,0.000207437,8.85211E-06,2.8214E-05,1.79455E-05,1.76527E-05,0.0001015,9.87056E-05,0.004477629,3.63354E-07,1.36416E-07,1.2461E-05,2.26833E-06
174,43187,Quincy Bay,159,15,SNE,2,2016,248,-3.2,31.1,1.31587E-06,0.006668024,0.000235533,9.81653E-06,7.35477E-06,5.16163E-06,5.34684E-06,6.59978E-05,5.84737E-05,0.004158906,2.10573E-07,#VALUE!,5.33888E-06,8.15666E-07
149,43187,Quincy Bay,160,15,SNE,2,2016,250,-3.5,30.9,1.1927E-06,0.006826103,7.99773E-05,4.98317E-06,1.0881E-05,4.08146E-06,4.17628E-06,1.99426E-05,1.81117E-05,0.004503367,1.62081E-07,#VALUE!,4.39962E-06,5.96714E-07
67,43187,Waquoit,163,8,SNE,2,2016,251,-2.6,29.2,1.14644E-06,0.007940593,0.000128201,7.24745E-06,1.38405E-05,1.65389E-06,1.42479E-06,2.87511E-05,2.6557E-05,0.004887167,2.44949E-08,-6.40514E-10,1.54403E-05,2.92909E-07
69,43187,Waquoit,164,8,SNE,2,2016,252,-1.8,29.4,1.18677E-06,0.007789665,0.00022275,1.02621E-05,1.39639E-05,1.38151E-06,1.17951E-06,2.64395E-05,2.42673E-05,0.004684506,-3.28151E-08,-3.42254E-09,1.33383E-05,2.24689E-07
134,43187,Waquoit,165,8,SNE,2,2016,253,-3.0,31.2,1.26343E-06,0.006913019,0.000177917,7.92215E-06,5.59935E-06,2.14721E-06,2.24991E-06,4.74294E-05,4.3018E-05,0.004689266,1.07759E-07,#VALUE!,1.34932E-05,4.05775E-07
135,43187,Waquoit,166,8,SNE,2,2016,254,-2.2,31.0,1.24345E-06,0.007183606,0.000165413,1.14855E-05,1.04364E-05,3.01971E-06,3.02478E-06,3.18765E-05,2.87966E-05,0.004761337,1.972E-07,#VALUE!,1.36298E-05,4.94842E-07
96,43187,Waquoit,167,8,SNE,2,2016,255,-2.4,31.2,1.1325E-06,0.00699016,0.000155292,8.80879E-06,9.82741E-06,1.80574E-06,1.63249E-06,3.64378E-05,3.32937E-05,0.00522388,1.33458E-08,-2.20284E-08,1.5721E-05,3.59864E-07
121,43187,Waquoit,168,8,SNE,2,2016,256,-2.9,31.2,1.24339E-06,0.007605434,0.000234342,8.30357E-06,2.25701E-05,2.51247E-06,2.3584E-06,6.63406E-05,5.73627E-05,0.005018091,9.7661E-08,-8.14544E-09,1.22773E-05,4.44366E-07
147,43187,Waquoit,169,8,SNE,2,2016,257,-2.4,31.5,1.29113E-06,0.006747823,0.000101565,4.56569E-06,7.57833E-06,2.87745E-06,2.92313E-06,1.72244E-05,1.70199E-05,0.004585782,1.45166E-07,#VALUE!,1.46685E-05,5.19042E-07
189,43187,Waquoit,170,8,SNE,2,2016,258,-2.1,30.9,1.21288E-06,0.006658849,0.000106436,8.09029E-06,4.00856E-06,3.19749E-06,3.48457E-06,2.37332E-05,2.25586E-05,0.004615203,1.94718E-07,-2.5151E-08,1.16371E-05,5.88059E-07
190,43187,Waquoit,171,8,SNE,2,2016,259,-2.3,30.8,1.3398E-06,0.00670052,0.000186585,6.23619E-06,1.02091E-05,4.50332E-06,4.91981E-06,0.00011116,9.6539E-05,0.004446208,2.0681E-07,-1.91681E-08,1.34636E-05,6.88987E-07
95,43187,Waquoit,172,8,SNE,2,2016,260,-2.7,31.4,1.23245E-06,0.007535412,0.000167343,3.73885E-06,7.20809E-06,1.57869E-06,1.41866E-06,3.71322E-05,3.42305E-05,0.004896467,1.41948E-08,-9.52595E-09,1.77133E-05,3.59519E-07
136,43187,Waquoit,173,8,SNE,2,2016,261,-2.2,31.0,1.29005E-06,0.007472639,0.000202126,1.1732E-05,1.4033E-05,2.33277E-06,2.35578E-06,3.72266E-05,3.36524E-05,0.004671573,9.43756E-08,#VALUE!,1.27764E-05,4.27493E-07
119,43187,Waquoit,174,8,SNE,2,2016,262,-2.2,31.0,1.27669E-06,0.007045089,9.57114E-05,6.58864E-06,5.3441E-06,2.29417E-06,2.02154E-06,2.55394E-05,2.37238E-05,0.004949551,9.77528E-08,#VALUE!,1.44516E-05,4.2002E-07
123,43187,Waquoit,175,8,SNE,2,2016,263,-2.7,31.6,1.23773E-06,0.006793575,0.000150781,2.48728E-06,1.16043E-05,2.70144E-06,2.55948E-06,3.59863E-05,3.28498E-05,0.004676567,1.16421E-07,-1.42865E-08,8.38126E-06,4.87786E-07
132,43187,Waquoit,176,8,SNE,2,2016,264,-2.4,31.3,1.2304E-06,0.006781973,0.000189257,6.3249E-06,5.38629E-06,3.74898E-06,3.78778E-06,4.11028E-05,3.73581E-05,0.004561041,1.25295E-07,-1.89692E-08,1.49969E-05,5.63002E-07
97,43187,Waquoit,177,8,SNE,2,2016,265,-2.5,31.2,1.19631E-06,0.007851639,0.000211298,8.42385E-06,8.81385E-06,1.69188E-06,1.51388E-06,4.76399E-05,4.26073E-05,0.004801198,1.22084E-08,-1.12886E-08,1.18617E-05,3.45409E-07
175,43187,Waquoit,178,8,SNE,2,2016,266,-3.5,30.9,1.35235E-06,0.007269846,0.000220231,1.50272E-05,2.63786E-05,5.50995E-06,5.70331E-06,6.0402E-05,5.31875E-05,0.004606532,1.27987E-07,2.61198E-08,1.64923E-05,8.2237E-07
126,43187,Waquoit,179,8,SNE,2,2016,267,-2.2,31.3,1.20053E-06,0.007433053,0.000211639,9.26964E-06,1.88993E-05,2.40935E-06,2.42073E-06,3.83314E-05,3.44552E-05,0.004532412,7.29372E-08,-4.59867E-09,1.32667E-05,3.3447E-07
184,43187,Waquoit,180,8,SNE,2,2016,268,-1.8,31.0,1.20778E-06,0.006587787,0.000110001,7.82349E-06,4.41218E-06,3.2155E-06,3.46863E-06,2.21896E-05,2.10852E-05,0.004638396,1.65795E-07,-2.64539E-08,1.13525E-05,5.85719E-07
72,43187,Waquoit,181,8,SNE,2,2016,269,-2.2,29.4,1.10518E-06,0.007869562,0.000166504,5.97058E-06,1.66148E-05,1.83036E-06,1.77355E-06,3.11883E-05,2.84715E-05,0.004864609,-1.61161E-08,-1.39846E-08,1.33102E-05,2.46251E-07
188,43187,Cotuit,29,7,SNE,2,2016,270,-2.3,30.8,1.11467E-06,0.006220432,0.000150145,5.26969E-06,1.43316E-05,3.2767E-06,3.6155E-06,2.65504E-05,2.40801E-05,0.004987356,1.60157E-07,-1.50042E-08,1.04954E-05,5.47889E-07
181,43187,Cotuit,30,7,SNE,2,2016,272,-2.7,30.4,1.10847E-06,0.006244341,0.000159121,2.88089E-06,7.3246E-06,4.12446E-06,4.4612E-06,2.36676E-05,2.11405E-05,0.005045807,1.49255E-07,-2.4975E-08,1.01045E-05,5.76437E-07
182,43187,Cotuit,31,7,SNE,2,2016,273,-1.8,30.6,1.11375E-06,0.006123702,0.000151733,2.15156E-06,6.95207E-06,3.95389E-06,4.27423E-06,2.62089E-05,2.36868E-05,0.005034724,1.55538E-07,-3.05924E-08,8.64287E-06,5.88138E-07
98,43187,Cotuit,32,7,SNE,2,2016,274,-2.2,30.9,1.07689E-06,0.006787441,0.000129544,2.38326E-06,3.05891E-06,1.94378E-06,1.68879E-06,2.82056E-05,2.49513E-05,0.006038225,1.49654E-08,1.23938E-08,9.95364E-06,6.0177E-07
185,43187,NJ,149,17,SNE,2,2016,276,-2.1,30.6,1.14018E-06,0.006660388,0.000103575,1.94633E-05,6.82043E-06,2.97738E-06,3.22759E-06,2.3677E-05,2.09939E-05,0.004966223,1.58221E-07,-1.86177E-08,6.8418E-06,5.62094E-07
187,43187,Waquoit,182,8,SNE,2,2016,277,-2.5,31.5,1.28288E-06,0.006577119,0.00017593,7.10127E-06,6.82037E-05,4.34584E-06,4.55297E-06,3.23956E-05,2.9719E-05,0.00436515,1.78527E-07,-2.22375E-08,1.05362E-05,6.86485E-07
44,43187,Cotuit,33,7,SNE,2,2016,278,-2.5,29.2,1.02088E-06,0.007034304,0.000120554,2.94385E-06,1.17302E-06,1.15961E-06,1.22131E-06,2.27561E-05,2.058E-05,0.004923105,-4.15319E-08,-2.00056E-08,9.12583E-06,2.79485E-07
108,43187,Cotuit,34,7,SNE,2,2016,279,-2.1,30.7,1.02248E-06,0.006698275,9.82099E-05,4.87381E-06,1.17137E-05,2.0092E-06,1.68517E-06,2.97258E-05,2.61751E-05,0.005117791,4.45046E-08,-2.91208E-08,7.29368E-06,3.68549E-07
118,43187,Cotuit,35,7,SNE,2,2016,280,-1.8,30.5,1.04857E-06,0.006567883,0.000133987,4.83737E-06,1.02396E-05,2.4787E-06,2.21729E-06,4.97492E-05,4.40539E-05,0.005355249,8.72357E-08,3.79233E-08,1.07004E-05,4.79811E-07
68,43187,Cotuit,36,7,SNE,2,2016,281,,,9.34354E-07,0.007071284,8.99416E-05,3.10268E-06,1.61639E-06,1.33526E-06,1.18181E-06,2.27995E-05,2.05613E-05,0.004990938,-5.09755E-08,-2.07569E-08,7.81852E-06,3.10945E-07
99,43187,Cotuit,37,7,SNE,2,2016,282,-2.9,30.6,1.09188E-06,0.006903515,0.000138894,3.38227E-06,9.24942E-06,1.84389E-06,1.64171E-06,2.6316E-05,2.30904E-05,0.005383774,1.48086E-08,-1.59528E-08,9.06111E-06,3.68196E-07
92,43187,Jamaica Bay,84,13,SNE,2,2016,283,-1.4,30.7,1.03494E-06,0.006863435,0.00011964,2.79526E-06,3.58493E-06,1.28364E-06,1.20536E-06,1.97606E-05,1.83872E-05,0.005749597,9.29825E-09,-2.66478E-08,9.70701E-06,2.98761E-07
117,43187,Cotuit,38,7,SNE,2,2016,284,-2.7,30.5,1.14061E-06,0.006922673,0.000156096,5.14594E-06,1.19239E-05,1.99225E-06,1.67642E-06,2.17485E-05,1.99474E-05,0.004923772,7.62028E-08,-2.49569E-08,1.12895E-05,3.53922E-07
120,43187,Cotuit,39,7,SNE,2,2016,285,-2.4,30.6,1.1415E-06,0.006829003,0.000129624,2.80492E-06,1.60355E-05,2.42078E-06,2.16713E-06,3.04395E-05,2.72048E-05,0.00490308,8.28779E-08,-2.19762E-08,7.19687E-06,3.74157E-07
93,43187,Cotuit,40,7,SNE,2,2016,286,-2.1,30.7,9.55155E-07,0.00667342,0.000107664,1.93705E-06,4.00815E-06,1.43462E-06,1.32588E-06,2.67691E-05,2.38523E-05,0.005411745,9.67563E-09,-1.07201E-08,8.294E-06,3.36195E-07
70,43187,Cotuit,41,7,SNE,2,2016,287,-2.3,29.1,1.01704E-06,0.007321661,0.000130574,5.49404E-06,1.58132E-05,1.74485E-06,1.53101E-06,2.55114E-05,2.31979E-05,0.005848229,-2.7125E-08,-8.22896E-09,8.99692E-06,2.48058E-07
109,43187,Cotuit,42,7,SNE,2,2016,288,-2.4,30.6,1.03276E-06,0.00634177,0.000155004,5.79926E-06,1.07698E-05,2.82817E-06,2.53003E-06,4.49027E-05,3.97767E-05,0.005337325,5.39268E-08,-1.6211E-08,7.08322E-06,4.38676E-07
57,43187,Cotuit,43,7,SNE,2,2016,289,,,9.82563E-07,0.007236797,0.000122346,1.85848E-06,6.06676E-06,1.57669E-06,1.42853E-06,2.56231E-05,2.30002E-05,0.005544754,-4.1576E-08,-1.86245E-08,1.01066E-05,2.86E-07
